Table Name : Orderdetails 
Attributes : (`customerNumber`,`orderNumber`,`productCode`,`quantityOrdered`,`priceEach`,`orderLineNumber`)
(282,10316,'S700_1691',34,'74.90',4),
(189,10318,'S10_1678',46,'84.22',1),
(198,10176,'S12_3891',50,'160.91',1),
(323,10274,'S72_1253',32,'49.66',4),
(448,10350,'S700_3962',25,'97.32',16),
(172,10322,'S18_2957',41,'54.34',13),
(496,10386,'S18_3029',37,'73.12',5),
(328,10104,'S24_4048',26,'106.45',5),
(361,10388,'S700_1691',46,'74.90',2),
(348,10204,'S24_1046',20,'69.82',10),
(219,10165,'S12_4473',48,'109.02',12),
(382,10369,'S18_2949',42,'100.30',1),
(450,10183,'S700_2824',23,'85.98',3),
(103,10390,'S18_2325',31,'102.98',16),
(299,10108,'S12_3990',39,'75.81',7),
(198,10318,'S24_2000',26,'60.94',6),
(459,10185,'S12_3891',43,'147.07',12),
(121,10173,'S18_3320',29,'90.28',4),
(202,10127,'S24_2840',39,'34.30',12),
(219,10264,'S32_2206',20,'39.02',4),
(412,10109,'S18_2870',26,'126.72',1),
(237,10391,'S18_2949',32,'99.28',6),
(239,10167,'S700_3505',24,'85.14',13),
(333,10398,'S18_1662',33,'130.88',11),
(173,10331,'S18_3232',27,'169.34',11),
(376,10194,'S10_4962',26,'134.44',4),
(486,10223,'S700_3167',26,'79.20',15),
(487,10232,'S700_3962',35,'81.43',2),
(361,10115,'S50_1392',27,'100.70',3),
(240,10117,'S18_4522',23,'73.73',4),
(219,10110,'S18_4933',42,'62.00',9),
(211,10128,'S18_4522',43,'77.24',1),
(211,10185,'S18_3140',28,'124.30',9),
(211,10253,'S12_4675',41,'109.40',10),
(462,10349,'S24_1444',48,'50.29',4),
(319,10337,'S18_4027',36,'140.75',3),
(356,10365,'S50_4713',44,'68.34',2),
(276,10388,'S10_4698',21,'156.86',7),
(259,10292,'S18_2238',26,'140.81',7),
(247,10304,'S18_1367',37,'46.90',12),
(348,10401,'S32_4289',62,'62.60',6),
(357,10111,'S18_2957',28,'53.09',2),
(462,10360,'S700_3505',35,'83.14',9),
(189,10418,'S32_2206',43,'36.61',6),
(381,10145,'S32_4485',27,'95.93',4),
(201,10173,'S24_2022',27,'39.42',8),
(103,10399,'S24_2000',58,'75.41',2),
(209,10420,'S24_1628',37,'48.80',13),
(363,10350,'S10_4757',26,'110.16',5),
(303,10184,'S24_2300',24,'117.57',11),
(227,10168,'S10_4698',20,'160.74',3),
(204,10210,'S10_4698',34,'189.79',1),
(450,10329,'S24_2000',37,'71.60',4),
(112,10182,'S18_2795',21,'135.00',4),
(347,10418,'S18_3782',33,'56.57',5),
(125,10352,'S72_1253',49,'46.18',4),
(298,10266,'S12_1099',44,'188.73',14),
(450,10143,'S18_1662',32,'126.15',7),
(249,10143,'S700_2466',26,'79.78',4),
(456,10291,'S18_3136',23,'93.20',13),
(205,10135,'S50_4713',44,'78.92',15),
(141,10313,'S18_2319',29,'109.23',2),
(124,10106,'S18_3029',41,'80.86',18),
(286,10110,'S24_1628',29,'43.27',15),
(237,10382,'S18_3320',50,'84.33',7),
(452,10273,'S700_1138',21,'66.00',7),
(189,10227,'S24_2887',33,'102.17',13),
(219,10241,'S18_1749',41,'153.00',2),
(205,10218,'S18_3232',34,'152.41',2),
(161,10371,'S18_2238',25,'160.46',7),
(385,10122,'S32_2206',31,'33.79',17),
(173,10416,'S700_4002',43,'63.67',12),
(233,10213,'S18_4409',38,'84.67',1),
(465,10308,'S700_4002',39,'62.93',15),
(128,10163,'S18_3320',43,'80.36',6),
(385,10292,'S18_2319',41,'103.09',11),
(167,10181,'S12_3990',20,'67.03',15),
(204,10307,'S700_2047',34,'81.47',5),
(273,10333,'S12_1666',33,'121.64',6),
(219,10247,'S18_4027',48,'143.62',5),
(273,10347,'S10_1949',30,'188.58',1),
(362,10357,'S18_1097',39,'112.00',1),
(335,10275,'S700_2466',39,'82.77',16),
(450,10207,'S50_1392',28,'106.49',5),
(475,10201,'S10_2016',24,'116.56',5),
(211,10363,'S24_3371',21,'52.05',15),
(205,10274,'S700_2047',24,'75.13',5),
(311,10291,'S32_1268',26,'82.83',3),
(259,10287,'S24_3856',36,'137.62',7),
(204,10311,'S24_3432',46,'91.02',7),
(276,10312,'S18_4668',39,'44.27',1),
(447,10194,'S18_1097',21,'103.84',10),
(259,10190,'S50_4713',40,'67.53',2),
(452,10423,'S18_2949',10,'89.15',1),
(323,10329,'S12_1099',41,'182.90',5),
(211,10207,'S12_4473',34,'95.99',7),
(471,10316,'S24_2841',34,'67.14',10),
(323,10130,'S18_3029',40,'68.82',2),
(311,10124,'S24_3969',46,'36.11',4),
(286,10204,'S24_3969',39,'34.88',2),
(121,10162,'S24_1937',37,'27.55',5),
(376,10232,'S700_1938',26,'84.88',7),
(233,10229,'S700_2824',50,'91.04',11),
(386,10349,'S24_4048',23,'111.18',2),
(223,10226,'S24_1046',21,'65.41',1),
(166,10176,'S18_2238',20,'139.17',10),
(424,10127,'S24_4048',20,'107.63',7),
(379,10179,'S50_1341',34,'43.20',7),
(148,10351,'S18_1662',39,'143.50',1),
(339,10156,'S50_1341',20,'43.64',1),
(452,10143,'S18_3856',34,'99.52',12),
(276,10262,'S24_1785',34,'98.48',1),
(456,10386,'S700_2047',29,'85.09',13),
(204,10153,'S700_1138',43,'58.00',1),
(381,10208,'S700_2610',46,'63.61',1),
(237,10106,'S24_1785',28,'107.23',4),
(146,10225,'S12_3990',37,'64.64',10),
(452,10389,'S24_1578',45,'112.70',1),
(223,10204,'S24_3432',48,'104.94',11),
(286,10333,'S18_2949',31,'95.23',5),
(256,10146,'S18_3782',47,'60.30',2),
(206,10323,'S18_3320',33,'88.30',2),
(303,10330,'S24_2360',42,'56.10',1),
(363,10168,'S700_3167',48,'72.00',15),
(260,10124,'S18_4933',23,'66.28',8),
(484,10198,'S700_2466',42,'94.73',1),
(334,10205,'S18_1342',36,'98.63',2),
(151,10166,'S18_3140',43,'136.59',2),
(145,10260,'S18_3259',29,'92.77',3),
(299,10221,'S24_2011',49,'113.06',1),
(459,10380,'S24_1046',34,'66.88',3),
(121,10314,'S18_3140',20,'129.76',1),
(273,10361,'S10_1678',20,'92.83',13),
(481,10297,'S32_1374',26,'88.90',2),
(299,10173,'S18_2248',26,'55.09',12),
(487,10400,'S24_3420',38,'59.18',3),
(385,10228,'S18_2957',45,'57.46',5),
(496,10299,'S18_4721',49,'119.04',2),
(239,10304,'S24_4258',33,'80.83',10),
(144,10417,'S10_1678',66,'79.43',2),
(344,10177,'S24_3151',45,'79.66',2),
(303,10308,'S10_4698',20,'187.85',1),
(173,10138,'S18_2325',38,'114.42',3),
(286,10391,'S24_1937',33,'26.55',8),
(202,10398,'S24_4278',45,'65.93',14),
(481,10105,'S18_4522',41,'75.48',10),
(447,10371,'S12_1108',32,'178.71',6),
(250,10326,'S18_4522',50,'73.73',5),
(202,10181,'S24_3856',25,'122.17',9),
(239,10287,'S18_1129',41,'113.23',4),
(320,10105,'S18_3259',38,'87.73',13),
(259,10314,'S24_4048',38,'111.18',10),
(489,10183,'S18_1097',21,'108.50',7),
(339,10210,'S24_2000',30,'63.22',4),
(456,10273,'S24_3151',27,'84.08',6),
(353,10141,'S18_3232',34,'143.94',9),
(381,10353,'S18_2581',27,'71.81',1),
(119,10145,'S50_4713',38,'73.22',2),
(448,10207,'S18_2319',43,'109.23',10),
(495,10150,'S12_1666',30,'135.30',5),
(495,10300,'S18_3482',23,'144.05',7),
(477,10423,'S18_3320',21,'80.36',5),
(187,10274,'S24_2841',40,'56.86',2),
(496,10117,'S50_1514',21,'55.65',11),
(239,10410,'S18_2957',53,'49.97',3),
(381,10284,'S700_3167',25,'68.00',7),
(459,10141,'S12_4473',21,'114.95',5),
(339,10360,'S700_1938',26,'86.61',6),
(240,10387,'S32_1374',44,'79.91',1),
(412,10414,'S18_3029',44,'77.42',1),
(386,10222,'S72_3212',36,'48.59',18),
(376,10222,'S700_1138',31,'58.67',15),
(151,10193,'S18_2248',42,'60.54',13),
(114,10180,'S10_2016',42,'99.91',12),
(333,10248,'S18_3140',32,'133.86',12),
(495,10306,'S12_3148',34,'145.04',14),
(458,10390,'S18_4721',49,'122.02',3),
(211,10105,'S12_1108',41,'205.72',15),
(124,10169,'S32_4485',34,'83.68',12),
(145,10160,'S18_3232',20,'140.55',1),
(311,10319,'S24_4620',43,'78.41',2),
(480,10237,'S32_2206',26,'35.00',2),
(151,10310,'S12_3990',49,'77.41',11),
(124,10310,'S18_1889',20,'66.99',6),
(475,10381,'S18_2949',41,'100.30',8),
(465,10153,'S24_2011',40,'111.83',5),
(412,10304,'S18_2795',20,'141.75',14),
(216,10318,'S24_1578',48,'93.54',2),
(477,10161,'S24_2887',25,'108.04',2),
(369,10256,'S18_1342',34,'93.49',2),
(481,10273,'S18_3029',34,'84.30',2),
(112,10347,'S18_3136',45,'95.30',11),
(223,10410,'S24_2022',31,'42.56',9),
(171,10373,'S700_2047',32,'76.94',15),
(489,10324,'S24_4258',33,'95.44',3),
(240,10347,'S12_1666',29,'132.57',3),
(293,10195,'S18_3232',50,'150.71',10),
(169,10296,'S18_3029',21,'69.68',13),
(303,10318,'S700_2834',50,'102.04',8),
(181,10237,'S10_4698',39,'158.80',9),
(103,10122,'S12_3380',37,'113.92',8),
(211,10193,'S24_3969',22,'38.16',12),
(282,10207,'S24_4048',28,'108.82',3),
(424,10390,'S24_2360',35,'67.87',4),
(386,10108,'S18_3278',26,'73.17',9),
(186,10360,'S700_2610',30,'70.11',7),
(456,10375,'S50_1341',49,'36.22',5),
(486,10307,'S18_3856',48,'92.11',6),
(480,10270,'S18_1097',43,'94.50',8),
(450,10291,'S18_4600',48,'96.86',5),
(103,10140,'S18_4600',40,'100.50',5),
(259,10292,'S50_1514',35,'49.79',1),
(219,10177,'S700_2610',32,'64.33',1),
(259,10375,'S700_2834',25,'98.48',10),
(186,10157,'S32_1374',34,'83.91',1),
(112,10281,'S12_1666',25,'127.10',13),
(424,10153,'S700_3962',20,'85.41',3),
(303,10268,'S18_4409',35,'84.67',11),
(477,10272,'S12_1108',35,'187.02',2),
(186,10145,'S12_2823',49,'146.10',5),
(293,10267,'S24_2766',38,'76.33',3),
(344,10354,'S10_2016',20,'95.15',2),
(128,10250,'S18_1662',45,'148.23',14),
(409,10386,'S24_2841',39,'56.86',1),
(206,10178,'S24_3949',30,'64.15',3),
(328,10259,'S24_2840',31,'31.47',5),
(177,10296,'S18_1662',36,'146.65',7),
(239,10248,'S700_3962',35,'92.36',8),
(216,10316,'S700_4002',44,'68.11',7),
(146,10417,'S10_4698',56,'162.67',4),
(202,10355,'S24_2972',36,'37.38',4),
(186,10161,'S18_4933',25,'62.72',1),
(282,10373,'S18_3856',50,'99.52',6),
(129,10217,'S18_2432',35,'58.34',2),
(167,10110,'S18_1589',37,'118.22',16),
(249,10419,'S12_3380',10,'111.57',11),
(362,10280,'S24_2022',45,'36.29',11),
(256,10129,'S72_3212',32,'44.23',8),
(339,10300,'S24_3371',31,'52.05',4),
(166,10198,'S24_3420',27,'61.81',6),
(121,10233,'S24_3151',40,'70.81',2),
(473,10301,'S18_1984',47,'119.49',7),
(293,10310,'S24_3371',38,'50.21',9),
(339,10310,'S18_3278',27,'70.76',13),
(171,10241,'S24_2887',28,'117.44',5),
(169,10122,'S24_3856',43,'136.22',5),
(247,10126,'S32_3522',26,'62.05',7),
(161,10182,'S18_2325',20,'105.52',7),
(161,10138,'S24_2022',33,'38.53',1),
(216,10248,'S24_3816',23,'83.02',2),
(307,10185,'S12_1108',21,'195.33',13),
(298,10288,'S18_2248',28,'50.25',4),
(415,10330,'S18_4721',50,'133.92',4),
(239,10339,'S18_2625',30,'48.46',1),
(381,10185,'S18_3259',49,'94.79',11),
(489,10265,'S18_3482',49,'123.47',1),
(204,10318,'S18_2581',31,'81.95',9),
(121,10164,'S12_1666',49,'121.64',6),
(323,10215,'S18_1342',27,'92.47',10),
(450,10102,'S18_1367',41,'43.13',1),
(409,10384,'S700_1938',49,'71.02',1),
(204,10241,'S18_1589',21,'119.46',11),
(124,10321,'S24_2972',37,'31.72',12),
(362,10260,'S50_1514',21,'56.24',7),
(205,10419,'S18_3685',43,'114.44',3),
(141,10379,'S18_2248',27,'50.85',1),
(324,10150,'S18_4668',30,'47.29',6),
(448,10137,'S18_3685',31,'118.68',4),
(321,10313,'S18_4600',28,'110.18',8),
(227,10193,'S24_2022',20,'44.80',9),
(169,10381,'S18_1367',25,'49.60',9),
(350,10248,'S10_4757',20,'126.48',3),
(276,10403,'S32_4485',45,'88.78',5),
(487,10148,'S24_3191',31,'71.91',5),
(239,10250,'S32_1374',31,'99.89',2),
(480,10288,'S24_2766',35,'81.78',9),
(166,10167,'S24_3816',29,'73.80',8),
(259,10120,'S50_1341',49,'41.46',12),
(175,10215,'S24_4258',39,'94.47',7),
(477,10205,'S24_1937',32,'27.88',5),
(112,10148,'S18_1129',23,'114.65',13),
(362,10302,'S24_3191',48,'74.48',6),
(462,10300,'S18_3278',49,'65.94',8),
(348,10161,'S24_1628',23,'47.29',7),
(198,10148,'S24_2887',34,'115.09',3),
(242,10103,'S700_2824',42,'94.07',6),
(382,10349,'S12_3891',26,'166.10',10),
(250,10212,'S24_3856',49,'117.96',13),
(323,10208,'S700_3962',33,'95.34',5),
(103,10180,'S32_4485',22,'102.05',7),
(293,10312,'S10_1949',48,'214.30',3),
(311,10159,'S18_3482',25,'129.35',4),
(455,10152,'S24_1444',25,'49.13',4),
(495,10338,'S18_3029',28,'80.86',3),
(320,10186,'S72_1253',28,'42.71',4),
(452,10180,'S50_4713',21,'74.85',5),
(198,10114,'S18_2319',39,'106.78',3),
(406,10337,'S72_3212',42,'49.14',5),
(443,10172,'S18_3685',48,'139.87',8),
(247,10393,'S18_4600',30,'106.55',9),
(480,10110,'S24_2766',43,'82.69',11),
(475,10262,'S32_4289',40,'63.97',2),
(145,10227,'S18_4933',37,'70.56',12),
(314,10203,'S24_3371',34,'56.94',7),
(424,10306,'S24_2011',29,'109.37',7),
(369,10398,'S24_1785',43,'100.67',16),
(198,10133,'S32_4289',49,'67.41',6),
(227,10161,'S18_1984',48,'139.41',11),
(172,10325,'S12_1108',42,'193.25',8),
(459,10305,'S18_2432',41,'58.95',11),
(350,10192,'S24_2972',30,'33.23',13),
(473,10330,'S18_3482',37,'136.70',3),
(240,10420,'S18_2325',45,'116.96',2),
(128,10405,'S24_2972',47,'37.38',2),
(177,10159,'S18_3278',21,'66.74',5),
(201,10250,'S24_2000',32,'63.22',1),
(119,10347,'S10_4962',27,'132.97',2),
(480,10179,'S24_4278',27,'66.65',4),
(237,10178,'S700_2047',34,'86.90',8),
(303,10135,'S24_3856',47,'139.03',2),
(443,10124,'S24_1046',22,'62.47',12),
(247,10262,'S18_1662',49,'157.69',9),
(462,10244,'S18_3320',36,'87.30',5),
(458,10180,'S18_3782',21,'59.06',3),
(369,10117,'S12_3148',43,'148.06',10),
(206,10122,'S18_3278',21,'69.15',13),
(223,10354,'S18_1889',21,'76.23',8),
(219,10182,'S18_1749',44,'159.80',10),
(477,10337,'S50_1514',21,'54.48',6),
(335,10286,'S18_3782',38,'51.60',1),
(489,10420,'S18_1749',37,'153.00',5),
(177,10381,'S12_1666',20,'132.57',1),
(487,10212,'S18_1984',41,'133.72',9),
(144,10349,'S18_2238',38,'142.45',8),
(443,10165,'S24_4048',24,'106.45',8),
(458,10260,'S32_3207',27,'55.30',9),
(311,10322,'S18_3136',48,'90.06',7),
(361,10177,'S700_1938',31,'77.95',10),
(186,10414,'S18_3140',41,'128.39',12),
(161,10108,'S18_3782',43,'52.84',12),
(385,10356,'S18_1984',27,'130.87',2),
(293,10316,'S24_3420',47,'55.23',11),
(169,10122,'S12_1099',42,'155.66',10),
(233,10347,'S18_2957',34,'60.59',10),
(201,10214,'S24_2022',49,'39.87',2),
(348,10372,'S700_1938',44,'74.48',2),
(219,10208,'S18_3140',24,'117.47',9),
(455,10168,'S18_2625',46,'49.06',5),
(146,10307,'S10_4757',22,'118.32',9),
(201,10246,'S24_4048',46,'100.54',1),
(480,10131,'S24_2841',35,'60.97',5),
(175,10212,'S18_2870',40,'117.48',7),
(201,10284,'S700_4002',32,'73.29',9),
(249,10217,'S32_3522',39,'56.24',7),
(307,10173,'S18_1342',43,'101.71',6),
(361,10298,'S18_2625',32,'60.57',2),
(484,10148,'S24_2766',21,'77.24',4),
(237,10320,'S12_3380',35,'102.17',1),
(458,10328,'S32_4289',24,'57.10',5),
(473,10398,'S32_4289',22,'60.54',4),
(347,10329,'S18_3278',38,'65.13',10),
(376,10203,'S12_4675',47,'115.16',5),
(282,10205,'S18_1367',48,'45.82',1),
(489,10262,'S700_2047',44,'83.28',13),
(347,10404,'S12_3380',43,'102.17',1),
(172,10402,'S10_2016',45,'118.94',1),
(250,10295,'S700_3505',34,'93.16',5),
(247,10299,'S50_4713',44,'77.29',5),
(455,10285,'S12_2823',49,'131.04',5),
(471,10333,'S18_1097',29,'110.84',7),
(247,10199,'S50_1341',29,'37.97',1),
(363,10391,'S10_1949',24,'195.01',4),
(459,10179,'S700_2834',25,'98.48',2),
(486,10139,'S18_3320',30,'81.35',5),
(473,10366,'S18_2870',49,'105.60',2),
(333,10105,'S18_3140',22,'136.59',11),
(496,10171,'S18_1984',35,'128.03',1),
(128,10284,'S700_1691',24,'87.69',6),
(286,10318,'S10_4698',37,'189.79',3),
(223,10370,'S10_4962',35,'128.53',4),
(114,10168,'S32_4289',31,'57.78',12),
(249,10127,'S24_1444',20,'50.86',8),
(103,10301,'S18_3232',23,'135.47',9),
(124,10192,'S18_1129',22,'140.12',11),
(144,10357,'S10_1949',32,'199.30',10),
(145,10122,'S18_3482',21,'133.76',12),
(334,10336,'S12_1108',33,'176.63',10),
(299,10281,'S24_2840',20,'33.95',2),
(298,10215,'S18_1367',33,'53.91',9),
(458,10273,'S18_3259',47,'87.73',15),
(242,10245,'S700_2824',44,'81.93',4),
(459,10288,'S24_1628',50,'49.30',13),
(348,10107,'S10_1678',30,'81.35',2),
(415,10266,'S24_3856',24,'119.37',9),
(198,10142,'S700_1138',41,'55.34',2),
(334,10280,'S18_4409',35,'77.31',17),
(462,10250,'S24_1785',31,'95.20',6),
(314,10348,'S18_4668',29,'43.77',6),
(311,10175,'S32_2509',50,'50.86',3),
(496,10386,'S700_3167',32,'68.00',17),
(121,10120,'S700_1691',47,'91.34',13),
(465,10301,'S18_1589',32,'118.22',4),
(299,10296,'S700_1691',42,'75.81',2),
(381,10126,'S18_1097',38,'116.67',10),
(223,10188,'S24_2000',40,'61.70',6),
(465,10311,'S24_2887',43,'116.27',3),
(356,10332,'S24_2887',44,'108.04',11),
(448,10123,'S18_2870',46,'114.84',3),
(409,10238,'S18_4721',44,'120.53',8),
(233,10209,'S24_3816',22,'79.67',7),
(496,10299,'S24_1578',47,'107.07',10),
(237,10187,'S700_2466',44,'95.73',8),
(348,10316,'S24_3949',30,'67.56',8),
(424,10289,'S18_2795',43,'141.75',3),
(129,10200,'S24_1785',33,'99.57',5),
(242,10312,'S24_1937',39,'27.88',13),
(161,10164,'S18_4600',45,'107.76',3),
(321,10114,'S700_2824',42,'82.94',10),
(321,10134,'S12_2823',20,'131.04',1),
(362,10373,'S18_3029',22,'75.70',5),
(204,10271,'S24_2300',43,'122.68',10),
(320,10413,'S12_3891',22,'173.02',1),
(186,10312,'S24_3969',31,'40.21',15),
(227,10138,'S24_1046',45,'59.53',12),
(314,10191,'S24_4620',44,'77.61',7),
(189,10363,'S12_3380',34,'106.87',4),
(356,10115,'S24_4048',44,'106.45',1),
(303,10397,'S700_3962',36,'80.44',2),
(465,10211,'S12_2823',36,'126.52',13),
(363,10281,'S18_4600',25,'96.86',10),
(489,10145,'S32_2206',31,'39.43',1),
(157,10207,'S18_4600',47,'119.87',16),
(276,10339,'S24_3949',45,'57.32',11),
(487,10367,'S24_1937',23,'29.54',13),
(157,10212,'S24_2972',34,'37.38',12),
(298,10262,'S24_3816',49,'82.18',16),
(198,10151,'S18_3232',21,'167.65',7),
(356,10142,'S24_2011',33,'114.29',6),
(321,10394,'S24_2840',46,'35.36',6),
(173,10253,'S24_2972',40,'34.74',7),
(348,10181,'S18_1589',42,'124.44',2),
(398,10306,'S50_1514',34,'51.55',15),
(398,10270,'S18_4668',44,'40.25',7),
(462,10305,'S18_4600',22,'112.60',14),
(298,10328,'S24_1785',47,'87.54',14),
(148,10217,'S18_4600',38,'118.66',5),
(276,10336,'S50_1392',23,'109.96',8),
(103,10406,'S18_1984',48,'133.72',2),
(204,10251,'S10_2016',44,'115.37',5),
(148,10414,'S10_4757',49,'114.24',3),
(125,10104,'S18_2238',24,'135.90',8),
(319,10416,'S32_1374',45,'86.90',2),
(299,10306,'S700_2610',43,'62.16',1),
(333,10210,'S32_1374',46,'84.91',5),
(168,10227,'S24_2022',24,'39.42',5),
(168,10357,'S10_4962',43,'135.92',9),
(321,10173,'S18_2325',31,'127.13',10),
(177,10259,'S18_2432',30,'59.55',10),
(334,10192,'S18_3685',45,'125.74',9),
(260,10135,'S12_4675',29,'103.64',4),
(496,10141,'S18_2238',39,'160.46',4),
(484,10134,'S10_4698',31,'187.85',4),
(202,10291,'S10_1949',37,'210.01',11),
(386,10169,'S24_4620',24,'77.61',6),
(187,10357,'S18_2432',41,'58.95',7),
(219,10403,'S24_2360',27,'57.49',4),
(348,10184,'S24_1444',31,'57.22',3),
(363,10168,'S32_1374',28,'89.90',7),
(249,10155,'S700_2466',20,'87.75',2),
(250,10404,'S18_3278',90,'67.54',6),
(173,10207,'S32_2509',27,'51.95',9),
(256,10283,'S18_3029',21,'78.28',4),
(381,10261,'S700_1138',34,'64.00',4),
(276,10245,'S12_1666',38,'120.27',6),
(114,10119,'S700_2610',38,'67.22',12),
(260,10105,'S12_3891',29,'141.88',14),
(256,10425,'S10_4962',38,'131.49',12),
(186,10416,'S50_1341',37,'39.71',8),
(333,10389,'S12_3380',25,'95.13',6),
(161,10257,'S18_2949',50,'92.19',1),
(489,10184,'S24_2840',42,'30.06',7),
(299,10417,'S24_1578',35,'109.32',3),
(496,10347,'S18_2795',21,'136.69',6),
(398,10167,'S24_2841',21,'54.81',2),
(129,10304,'S18_2949',46,'98.27',7),
(233,10309,'S10_1678',41,'94.74',5),
(186,10219,'S24_2840',21,'31.12',3),
(173,10331,'S24_4620',41,'70.33',2),
(121,10417,'S12_2823',21,'144.60',1),
(151,10245,'S32_1268',37,'81.86',1),
(148,10120,'S24_4278',29,'71.73',9),
(347,10331,'S18_3685',26,'132.80',12),
(333,10116,'S32_3207',27,'60.28',1),
(233,10157,'S18_2581',33,'69.27',3),
(379,10270,'S32_3522',21,'52.36',5),
(198,10324,'S18_4027',49,'120.64',13),
(311,10145,'S24_2000',47,'63.98',11),
(328,10266,'S24_2972',34,'35.12',8),
(386,10371,'S12_4473',49,'104.28',4),
(211,10331,'S18_1749',44,'154.70',7),
(201,10332,'S18_1367',27,'51.21',16),
(307,10204,'S18_1129',42,'114.65',17),
(249,10124,'S18_1749',21,'153.00',6),
(172,10293,'S12_3891',45,'171.29',7),
(209,10108,'S50_4713',34,'74.85',14),
(186,10415,'S72_1253',42,'43.20',3),
(299,10194,'S12_1666',38,'124.37',8),
(465,10151,'S18_2238',43,'152.27',2),
(475,10250,'S24_4278',37,'72.45',5),
(125,10411,'S32_1268',26,'78.01',1),
(324,10193,'S18_2957',24,'53.09',3),
(242,10173,'S18_2795',22,'140.06',7),
(175,10275,'S700_2834',48,'102.04',8),
(450,10280,'S24_4258',21,'79.86',6),
(112,10356,'S18_2325',29,'106.79',3),
(307,10316,'S24_3816',25,'77.15',16),
(187,10338,'S18_3856',45,'93.17',2),
(303,10126,'S18_2957',46,'61.84',14),
(141,10185,'S700_3505',37,'99.17',4),
(334,10393,'S32_3522',31,'63.35',5),
(381,10329,'S12_3380',46,'117.44',13),
(273,10311,'S24_1628',45,'48.80',8),
(311,10271,'S18_2432',25,'59.55',11),
(227,10101,'S18_2325',25,'108.06',4),
(350,10339,'S10_2016',40,'117.75',4),
(286,10327,'S72_3212',37,'48.05',4),
(167,10104,'S50_1392',33,'114.59',7),
(205,10238,'S24_4620',22,'67.91',7),
(151,10244,'S24_4258',40,'97.39',4),
(119,10206,'S32_3522',36,'54.94',2),
(363,10306,'S18_4522',39,'85.14',8),
(481,10258,'S10_1949',32,'177.87',6),
(256,10414,'S700_3962',40,'84.41',8),
(141,10269,'S18_2957',32,'57.46',1),
(169,10408,'S24_3969',15,'41.03',1),
(293,10350,'S18_3029',43,'84.30',6),
(249,10233,'S700_2610',29,'67.94',1),
(386,10315,'S72_3212',40,'51.32',5),
(129,10328,'S24_3420',20,'56.55',2),
(187,10176,'S24_1444',27,'55.49',8),
(145,10287,'S24_2972',36,'31.34',6),
(298,10203,'S12_3380',20,'111.57',6),
(307,10266,'S18_1129',21,'131.63',6),
(398,10253,'S18_3685',31,'139.87',3),
(324,10122,'S18_1984',31,'113.80',1),
(475,10182,'S18_4933',44,'61.29',12),
(242,10324,'S18_3232',27,'137.17',12),
(121,10185,'S50_1514',20,'46.86',15),
(249,10120,'S24_1578',35,'110.45',1),
(450,10342,'S24_3856',42,'112.34',6),
(386,10185,'S12_3148',33,'146.55',14),
(356,10343,'S24_4620',30,'76.80',1),
(459,10332,'S18_1342',46,'89.38',15),
(462,10336,'S12_3891',49,'141.88',1),
(459,10291,'S12_1666',41,'123.00',8),
(239,10114,'S32_1268',32,'88.61',7),
(131,10304,'S24_2022',44,'42.11',15),
(175,10377,'S12_3990',24,'65.44',5),
(357,10328,'S700_3167',33,'71.20',13),
(216,10371,'S24_1444',25,'53.75',12),
(448,10103,'S18_4668',41,'40.75',9),
(129,10245,'S10_1949',34,'195.01',9),
(223,10394,'S24_4048',37,'104.09',7),
(314,10243,'S18_2325',47,'111.87',2),
(204,10197,'S18_4522',50,'78.99',14),
(321,10211,'S24_2360',21,'62.33',11),
(495,10209,'S24_3420',36,'56.55',2),
(447,10398,'S700_4002',36,'62.19',12),
(256,10271,'S24_4048',22,'110.00',1),
(114,10120,'S10_4698',46,'158.80',2),
(320,10197,'S10_4757',45,'118.32',6),
(124,10382,'S24_4258',33,'97.39',4),
(237,10114,'S18_3232',48,'169.34',4),
(452,10261,'S700_2610',44,'58.55',2),
(385,10124,'S24_2887',25,'93.95',9),
(480,10308,'S18_2625',34,'48.46',3),
(128,10119,'S24_2841',41,'64.40',4),
(286,10248,'S700_1138',36,'66.00',6),
(167,10114,'S10_4962',31,'128.53',8),
(379,10293,'S12_3148',24,'129.93',9),
(187,10177,'S700_1138',24,'58.67',3),
(161,10407,'S24_1046',26,'68.35',8),
(356,10187,'S700_4002',44,'70.33',9),
(293,10187,'S24_4278',33,'64.48',2),
(151,10292,'S18_4027',44,'114.90',2),
(172,10121,'S24_2360',32,'58.18',2),
(412,10111,'S18_3136',43,'94.25',1),
(385,10107,'S32_1374',20,'88.90',8),
(333,10159,'S10_4698',22,'170.42',16),
(398,10358,'S12_4473',42,'98.36',9),
(273,10199,'S700_3167',38,'70.40',3),
(353,10308,'S24_2000',47,'68.55',4),
(382,10311,'S24_2766',28,'89.05',4),
(448,10312,'S18_1367',25,'43.67',9),
(335,10174,'S18_4668',49,'44.27',2),
(415,10349,'S32_2509',33,'44.37',1),
(187,10231,'S12_1108',42,'193.25',2),
(260,10363,'S18_3278',46,'69.15',10),
(260,10278,'S18_2870',39,'117.48',3),
(219,10210,'S700_2466',26,'93.74',14),
(216,10185,'S24_2011',30,'105.69',7),
(211,10212,'S18_1589',38,'105.77',6),
(171,10259,'S18_4600',41,'107.76',13),
(129,10106,'S72_1253',48,'43.70',15),
(344,10207,'S18_4027',40,'143.62',1),
